初始本金,估值日期,最新收盘价,现金,持仓股数,持仓市值,总资产,已实现盈亏,未实现盈亏,收益率
100000.00,2026-03-06,76.520000,50200.00,700,53564.00,103764.00,2914.00,850.00,3.76%
