初始本金,估值日期,最新收盘价,现金,持仓股数,持仓市值,总资产,已实现盈亏,未实现盈亏,收益率
100000.00,2026-03-06,27.140000,45296.00,2200,59708.00,105004.00,3290.00,1714.00,5.00%
